path_smooth	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	bagging_fraction	bagging_freq	min_gain_to_split	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
0.730627780523732	0.0312317006198885	0.79723013332673	1631	100	0.957213344124148	11	0.0132069834399566	0.936783936827857	33			136.986	-5.77326139616122e-05		0.615999999999985	infill_ei	1.65800000000036	0.00039105822373944	0.93590737143157	65
2.83673021051549	0.026353019084403	0.718537763176569	2851	101	0.992663632563428	1	0.0420925005902467	0.936173526819413	8			121.029	-7.74460580810771e-06		0.141999999999825	infill_ei	1.45200000000023	0.00102512355615728	0.933153949294935	40
0.585038808158074	0.0172036125787217	0.726732710423033	1466	100	0.966876319145596	18	0.0240374220551509	0.936026965209539	15			135.114	-8.8071589683101e-06		0.182000000000244	infill_ei	1.1880000000001	0.00106818227190815	0.93402547504887	47
4.0796301320429	0.0296363016981274	0.670755577313211	1351	102	0.961562209495058	17	0.024392422247468	0.935962349827845	23			124.334	-1.64989143947993e-05		0.293999999999869	infill_ei	1.96699999999964	0.000354605061361761	0.935716169070166	55
5.64017269567534	0.0187848981356092	0.854552131548845	2985	100	0.989604923423263	12	0.0169294456883827	0.935809002422097	10			145.722	-1.581626794878e-05		0.275000000000091	infill_ei	1.13699999999972	0.00103066552808501	0.934348065750473	42
2.00049938001092	0.0569609443569726	0.633629148155901	1147	101	0.917142177271092	1	0.0347896431911992	0.935248584042152	5			108.854	-0.000247599120548822		0.223000000000411	infill_ei	1.26099999999997	0.000753939556213614	0.934342510917846	37
2.54939097049892	0.0128082605157287	0.937253260403709	2851	100	0.924077180773701	3	0.0341386224855089	0.935238321810602	14			140.932	-0.000156061813283222		0.291999999999916	infill_ei	2.06400000000031	0.000653278057013138	0.935928033283217	46
1.36821783291595	0.042758819834814	0.922925551346471	1928	125	0.945666357299771	18	0.0385047989483666	0.935180060218336	28			111.126	-4.61004635018363e-05		0.385000000000218	infill_ei	1.35899999999947	0.000716156504051796	0.935362746594039	60
46.8750668632275	0.0267733110168282	0.94056640073955	2955	101	0.875478097959368	19	0.0378241793160846	0.935170951542084	29			127.157999999999	-7.0054341451462e-06		0.570000000000619	infill_ei	2.06899999999951	0.000871088904301794	0.934413758619853	61
9.95375083732403	0.0229629985333036	0.741555151647614	2677	100	0.971518822526165	20	0.0232968541246128	0.935091404307318	21			142	-0.00011605749995931		0.309000000000196	infill_ei	1.33899999999994	0.000626626299469433	0.935834031315768	53
