Feature	Gain	Cover	Frequency
mcaja_ahorro_avg3	0.0230811986679018	0.00295738532294355	0.0037129228461923
mcaja_ahorro_min3	0.023041235024629	0.00375497885914156	0.00354107648725213
cdescubierto_preacordado_ratioavg3	0.021011767496769	0.0053933968010474	0.00134352607898684
ctrx_quarter_normalizado	0.0207559399447158	0.00187108581670078	0.00120292451258124
ctrx_quarter_max3	0.0160118580654854	0.00231903872867725	0.0038014497583736
ctarjeta_visa	0.0151104433289038	0.002093317282326	0.000958173637727046
mcaja_ahorro	0.0136852437142492	0.00554614014749948	0.003624395934011
mtarjeta_visa_consumo	0.0135911300544115	0.00301878985018184	0.00252041326445592
mcuentas_saldo	0.0134065962365897	0.00875902948834447	0.00438989335110815
cpayroll_trx_ratioavg3	0.0129993874948827	0.00634116528538157	0.0015830694884186
ctrx_quarter_normalizado_max3	0.012776341234032	0.00234293387377738	0.00323904349275121
mpayroll_sobre_edad	0.0125818231051765	0.00475318213877079	0.0015309948341943
ctrx_quarter	0.0106490496296405	0.00145800279528117	0.00135914847525412
mcaja_ahorro_ratioavg3	0.0103674213690166	0.00185657580451889	0.00148412764539243
mpayroll_min3	0.00957118616380919	0.00262136140142244	0.00160910681553074
mcuenta_corriente_avg3	0.00918775722253963	0.00322581672653179	0.00388997667055491
ctrx_quarter_normalizado_min3	0.0091369043253798	0.00113647713295125	0.00126541409765039
mpayroll_sobre_edad_min3	0.00874654801143466	0.00240313137709031	0.00110398266955507
Visa_msaldopesos	0.008410558959394	0.0048749893124323	0.00363481086485586
mcuenta_corriente	0.00813414056055695	0.00660889076982948	0.00415034994167639
mcuentas_saldo_min3	0.00811784427948342	0.0032013273567973	0.00387956173971005
cproductos	0.00807960027626297	0.00811599821773868	0.00250479086818864
mpayroll	0.0080481559426651	0.00509228912453596	0.00170804865855691
Master_status_max3	0.00771740301790466	0.000837704027773047	0.000812364605899017
mcuentas_saldo_avg3	0.00761972759300107	0.00242666949427733	0.00354628395267455
Visa_mfinanciacion_limite	0.00752193888122912	0.00215559605125665	0.00378061989668389
mpasivos_margen_avg3	0.00737620017392527	0.000529102381391344	0.000989418430261623
