Feature	Gain	Cover	Frequency
mcaja_ahorro	0.0370529219994878	0.00449425779076268	0.00301625089791758
ctrx_quarter_normalizado	0.0337262661830236	0.00429918850536629	0.00236185232405517
ctrx_quarter	0.0270026956474787	0.00284373368098239	0.00310839322584649
ctrx_quarter_max3	0.0239539175952585	0.00122210920187391	0.00215312174446112
ctarjeta_visa	0.023237782283919	0.000513495310148052	0.00028959017349084
Master_status	0.0115891547415192	0.00270872258796496	0.000394895691123873
mcaja_ahorro_min3	0.00975431089038831	0.00238806412120492	0.00226782954045424
mcuentas_saldo	0.00911979594077035	0.0063006872107375	0.00288085808953226
Visa_msaldopesos_max3	0.00856644210073125	0.00100523545860617	0.00160967005524779
mpasivos_margen_avg3	0.00848550901375305	0.000990143565620973	0.00186729248231431
ctrx_quarter_normalizado_max3	0.00819177002307735	0.00133427877627393	0.00216440447849323
ctrx_quarter_min3	0.00796612082111644	0.00235524094404387	0.00166796418108036
cdescubierto_preacordado_ratioavg3	0.00786273449182014	0.00683032528163857	0.000528408043837183
ctrx_quarter_normalizado_eficiencia3	0.007585971479393	0.00302589432149477	0.00920106960318624
ctrx_quarter_avg3	0.00706264550712378	0.00110064678590507	0.00194815207621111
mpayroll_sobre_edad	0.006922257610819	0.00261630472525937	0.000767225914183525
ctarjeta_visa_ratioavg3	0.00684140200568939	0.000880798907874478	0.00014479508674542
Visa_msaldototal	0.00620174858449704	0.00262321109982145	0.0021926113135735
mpayroll_ratioavg3	0.00614049820377613	0.00218906443694554	0.000541571233541312
mpayroll_sobre_edad_min3	0.00609276688296599	0.000977113214396942	0.000274546528114693
mpayroll	0.00592251242395408	0.00252941008035752	0.000673203130582603
cpayroll_trx_ratioavg3	0.00556951517041402	0.00302649794403157	0.000530288499509201
Visa_Finiciomora	0.00485927204155754	0.00621289664353432	0.000684485864614713
mrentabilidad_annual_avg3	0.00483002139563141	0.00228354343231534	0.00376843316672496
Master_fultimo_cierre_eficiencia3	0.004672240128947	0.00250587851747446	0.00554358332111037
