Feature	Gain	Cover	Frequency
mcaja_ahorro	0.0734648820880346	0.00918797375795589	0.00741979429259961
mcaja_ahorro_avg3	0.0313411992332489	0.00507883780715256	0.00666381525146682
ctrx_quarter_normalizado	0.0267850384108226	0.00261561562902484	0.00154478475838118
ctarjeta_visa	0.0264764955759238	0.00291499360489399	0.000635292731884261
ctrx_quarter	0.0235346692861331	0.00302001221661294	0.00176395109597651
mcuentas_saldo	0.02115243968735	0.0121700534272866	0.0078561959868423
ctrx_quarter_normalizado_min3	0.0173556450609865	0.0020751425631692	0.00124258624002286
mpayroll	0.0172863682793004	0.00941359552678949	0.00294860790756008
cdescubierto_preacordado_tend3	0.0158407863832568	0.00429806995780898	0.000414195413340954
mpayroll_sobre_edad	0.0148725587999487	0.00991106420059912	0.00273426902233469
mpasivos_margen_max3	0.0142020586528409	0.00390086567832378	0.0048921402316984
mcaja_ahorro_min3	0.0141478172664795	0.0031518932675672	0.00341590529697039
mtarjeta_visa_consumo	0.0129482910157427	0.00390481846379375	0.00256820466080871
cpayroll_trx_ratioavg3	0.0121434222128299	0.00619613892830425	0.00132368743983787
ctrx_quarter_min3	0.00990408277753707	0.00155892570719767	0.00126189604950263
ctrx_quarter_normalizado_max3	0.00969738652127265	0.00197462359748597	0.00221869710922497
Visa_msaldopesos	0.0094817553652237	0.00548376453469172	0.00412167883345579
ctrx_quarter_max3	0.0087771161156881	0.00222517577068138	0.00245234580393013
cdescubierto_preacordado_ratioavg3	0.00871332469782146	0.00353437472425928	0.000787840226774403
Visa_mconsumospesos	0.00854531651885189	0.00297687123000684	0.00530730113551335
ctarjeta_visa_transacciones_ratioavg3	0.00836536206420989	0.00477533720295413	0.00244558737061221
mcuentas_saldo_avg3	0.00811841270463888	0.00364797374449644	0.00599666133394095
Visa_Finiciomora	0.00792068542405184	0.00702181976355174	0.00086604495516745
mactivos_margen	0.00736490487302338	0.0106471623168276	0.00783592068688854
mcuenta_corriente	0.00686398144077471	0.00401120713695716	0.00368720812016108
mcuentas_saldo_min3	0.0068625465905019	0.00210401764993386	0.00324501348307447
Visa_status	0.00673976087249024	0.00141678880997729	0.000273233804138671
ctarjeta_visa_transacciones	0.00666894023225574	0.00243839534511196	0.0013787203968552
mcaja_ahorro_max3	0.00636313270360813	0.00122837683985557	0.00160657614871643
Visa_mpagospesos_ratioavg3	0.00611162550640829	0.00327692163182713	0.00448373776120138
cpayroll_trx	0.0059332683993327	0.00257230627869073	0.000333094213525942
ctrx_quarter_normalizado_avg3	0.00588184735936809	0.00106889252996973	0.00103017833574545
mactivos_margen_avg3	0.00568520398793301	0.00752006134777584	0.00653540501842639
ctrx_quarter_normalizado_ratioavg3	0.0056471824904907	0.00357146561367662	0.0056066031824497
foto_mes	0.0056268577645852	0.00725109058145828	0.00293122907902829
ctrx_quarter_ratioavg3	0.005122335021253	0.00331482601130463	0.00565391221567512
ctarjeta_visa_transacciones_max3	0.00484853017689156	0.00257727635279002	0.00365727791546745
ctrx_quarter_avg3	0.00481986336276873	0.00113146335318199	0.00119238073537547
mcuenta_corriente_min3	0.00462220423951722	0.00437036893111845	0.00642437361391774
cdescubierto_preacordado	0.00444845045392651	0.00126433876623041	0.000232683204231165
cproductos	0.00432157921169578	0.00514301024016783	0.00238379598027696
Visa_cconsumos_ratioavg3	0.00422601381604906	0.00369140129671447	0.00461407897518979
ctarjeta_visa_avg3	0.00413592501221079	0.00113705864965093	0.000269371842242719
cproductos_ratioavg3	0.00409137915930772	0.00560239842141014	0.000613086450982531
mtarjeta_visa_consumo_avg3	0.00407144744650611	0.00145009347697108	0.00165774714383781
Visa_delinquency	0.00402893254924204	0.00298646227106352	0.000678739803213732
Visa_status_max3	0.00394498833383191	0.00153891212820833	0.000463435427514354
ccomisiones_mantenimiento_ratioavg3	0.00393519125233582	0.00845249378999079	0.00299302046936354
Visa_mpagospesos	0.00377884829199321	0.00125641486692436	0.00162685144867018
mpasivos_margen_avg3	0.003737707436619	0.000785143151884997	0.00121362152580322
ccomisiones_mantenimiento_tend3	0.00369686889397293	0.00367540561712735	0.000930732816924662
Visa_msaldopesos_min3	0.00369371573885288	0.00431132355305048	0.00492689788876198
internet_eficiencia3	0.00365663702582431	0.00385430905599493	0.0049172429840221
cproductos_min3	0.00349260057629211	0.00420783172638375	0.00312432717382594
mpayroll_avg3	0.00346051676056047	0.00415148077890951	0.00283950748399941
mcuenta_corriente_eficiencia3	0.00342012872318333	0.0034387808477908	0.00850983303773233
mcaja_ahorro_ratioavg3	0.00338367536106034	0.0015073299417688	0.00197635900025392
mpayroll_ratioavg3	0.00336934881515693	0.00265548046842082	0.00081101199815012
Visa_mpagominimo_max3	0.00325573296011592	0.00588222356769	0.00569446281558263
Visa_mconsumototal	0.00321280798206697	0.00123235531719313	0.0026019968273983
mpayroll_sobre_edad_avg3	0.00315793804660061	0.00348214955630709	0.00243979442776828
mcuentas_saldo_max3	0.00310775456270816	0.000974255876537763	0.00156023260596499
mcomisiones_mantenimiento	0.00304726533940214	0.00575847281916825	0.00390830543870439
Visa_msaldototal_max3	0.00303669071592644	0.00275629156253586	0.00426553691408004
Master_fultimo_cierre_eficiencia3	0.00299440433618602	0.0049745391143615	0.00634037594268076
ctarjeta_debito_transacciones	0.00296221804487205	0.00137657653550087	0.00181512209109789
mpayroll_min3	0.00292127368527236	0.00263205749178421	0.00132272194936389
mtarjeta_visa_consumo_ratioavg3	0.00290159033920575	0.00151547712559115	0.00128120585898239
mpasivos_margen	0.00285552234113414	0.0011218948206451	0.00163554086293608
Visa_status_avg3	0.00281148909958118	0.000410954219743047	0.000124548271144483
ctrx_quarter_normalizado_eficiencia3	0.0028098489379769	0.00271684107283415	0.00695539337461127
Visa_mfinanciacion_limite	0.00280653759711884	0.00266928388249067	0.00319480797842708
ctrx_quarter_eficiencia3	0.00279660133882332	0.0028282862206578	0.00707028674101587
internet_avg3	0.00267410441502572	0.00509656934378571	0.001477200425202
mpayroll_sobre_edad_min3	0.00265140006825782	0.00217786877861286	0.00118562230205756
mtarjeta_visa_consumo_min3	0.00261376745390778	0.00222173251378934	0.00337438920658889
cproductos_tend3	0.00259464696653734	0.00467302305419772	0.000408402470497025
Visa_delinquency_avg3	0.00255511449706829	0.00195967494992931	0.000744393155444932
Visa_Finiciomora_avg3	0.00253538500515228	0.00247604811149326	0.00039488560386119
mpayroll_sobre_edad_ratioavg3	0.00249498987164461	0.00258065970486439	0.000643982146150155
ctrx_quarter_tend3	0.00237167335029225	0.00241277145325548	0.00441808440897018
mrentabilidad_max3	0.0023482197629796	0.00223561245682648	0.00519433875005672
ctarjeta_visa_eficiencia3	0.00228647283192916	0.000769207312805483	0.000348542061109754
mautoservicio_ratioavg3	0.00227075947662754	0.00219257809629411	0.00421533140943265
Visa_status_tend3	0.00225640157553812	0.000542301368607944	0.000167029851999965
mrentabilidad_annual_min3	0.00224902920750844	0.00287082799831212	0.00482745236994119
cmobile_app_trx_max3	0.00224165701991967	0.00272339680784242	0.00516440854536309
mactivos_margen_min3	0.00222631102761109	0.00364778132880728	0.00307219068823057
mpagomiscuentas	0.00221245765867604	0.00483782268672137	0.0023152461566238
cdescubierto_preacordado_min3	0.00219400956788424	0.000449130148434267	0.000192132604323659
mrentabilidad_annual_avg3	0.00213323441014646	0.00223568400176437	0.00329618447819585
cdescubierto_preacordado_eficiencia3	0.00213253957976062	0.000928152897347715	0.000324404799260048
Visa_fechaalta_max3	0.0021139827147323	0.00356205538034389	0.00557184552538613
Master_fechaalta_ratioavg3	0.00210743387868161	0.00393370255396633	0.00636065124263451
cproductos_eficiencia3	0.00206819939183892	0.00161800967129956	0.00225442025676254
mcuenta_corriente_avg3	0.00205824657291814	0.00206119522319281	0.00319480797842708
Master_mfinanciacion_limite	0.00204822850543084	0.00289863074703907	0.00582963148194098
